Date,Open,High,Low,Close,Volume
2020-04-10 00:00:00+00:00,0.832005024,1.313487053,0.694186985,0.951053977,87364276
2020-04-11 00:00:00+00:00,0.951053977,1.049072981,0.765020013,0.776818991,43862444
2020-04-12 00:00:00+00:00,0.785448015,0.956669986,0.762426019,0.882507026,38736897
2020-04-13 00:00:00+00:00,0.890760005,0.891602993,0.773976028,0.777831972,18211285
2020-04-14 00:00:00+00:00,0.777831972,0.796472013,0.628169,0.661925018,16747614
2020-04-15 00:00:00+00:00,0.669288993,0.704963982,0.62153101,0.64665103,13075275
2020-04-16 00:00:00+00:00,0.630878985,0.774191976,0.62510699,0.690815985,21346031
2020-04-17 00:00:00+00:00,0.689311981,0.719614029,0.660727978,0.660727978,9870810
2020-04-18 00:00:00+00:00,0.660727978,0.717617989,0.659426987,0.681096017,9782112
2020-04-19 00:00:00+00:00,0.681515992,0.684641004,0.59848702,0.606968999,9289670
2020-04-20 00:00:00+00:00,0.612948,0.639253974,0.520578027,0.538811982,8342616
2020-04-21 00:00:00+00:00,0.541387022,0.604586005,0.508548975,0.587659001,9711507
2020-04-22 00:00:00+00:00,0.581166029,0.706964016,0.569621027,0.691600978,18828400
2020-04-23 00:00:00+00:00,0.685347021,0.698077023,0.600322008,0.627457023,13485271
2020-04-24 00:00:00+00:00,0.624020994,0.671019971,0.613941014,0.634241998,9064190
2020-04-25 00:00:00+00:00,0.630527973,0.670948029,0.621546984,0.643329024,7311905
2020-04-26 00:00:00+00:00,0.653214991,0.691498995,0.631170988,0.635505974,8320760
2020-04-27 00:00:00+00:00,0.635713995,0.660283029,0.561028004,0.572372019,7406934
2020-04-28 00:00:00+00:00,0.578252971,0.69214797,0.568484008,0.66129303,7470201
2020-04-29 00:00:00+00:00,0.662285984,0.777770996,0.655273974,0.745840013,8801144
2020-04-30 00:00:00+00:00,0.747195005,0.800816,0.687880993,0.691044986,5016892
2020-05-01 00:00:00+00:00,0.691044986,0.737070978,0.685903013,0.728793979,4164272
2020-05-02 00:00:00+00:00,0.727267981,0.748980999,0.707903981,0.715875983,3441356
2020-05-03 00:00:00+00:00,0.714796007,0.729800999,0.656615973,0.679534972,3328344
2020-05-04 00:00:00+00:00,0.679624975,0.705811977,0.618434012,0.667491019,3443698
2020-05-05 00:00:00+00:00,0.67343998,0.68621403,0.626498997,0.641837001,2847469
2020-05-06 00:00:00+00:00,0.642454028,0.673891008,0.622583985,0.622583985,2677563
2020-05-07 00:00:00+00:00,0.622583985,0.632268012,0.573376,0.612977982,3355830
2020-05-08 00:00:00+00:00,0.612977982,0.636618018,0.589851975,0.604921997,2488195
2020-05-09 00:00:00+00:00,0.604041994,0.625428975,0.588447988,0.604526997,2128503
2020-05-10 00:00:00+00:00,0.604461014,0.612303019,0.513081014,0.537033975,2327581
2020-05-11 00:00:00+00:00,0.536255002,0.571860015,0.505194008,0.515272975,2098481
2020-05-12 00:00:00+00:00,0.513391018,0.559759021,0.50525099,0.538576007,2198625
2020-05-13 00:00:00+00:00,0.53837198,0.564873993,0.518037975,0.550531983,2326446
2020-05-14 00:00:00+00:00,0.550531983,0.580946028,0.550109982,0.569118023,2047897
2020-05-15 00:00:00+00:00,0.569193006,0.574620008,0.547092974,0.559751987,1850070
2020-05-16 00:00:00+00:00,0.558981001,0.606534004,0.554360986,0.599120021,2300409
2020-05-17 00:00:00+00:00,0.595228016,0.640196025,0.589174986,0.612989008,2936428
2020-05-18 00:00:00+00:00,0.612681985,0.674392998,0.609649003,0.652670026,3314359
2020-05-19 00:00:00+00:00,0.650973976,0.65447998,0.611248016,0.624454021,2380263
2020-05-20 00:00:00+00:00,0.622475028,0.626655996,0.575282991,0.579155982,2302926
2020-05-21 00:00:00+00:00,0.579692006,0.613789022,0.543345988,0.608914971,2863017
2020-05-22 00:00:00+00:00,0.605238974,0.676432014,0.582830012,0.638875008,3411419
2020-05-23 00:00:00+00:00,0.637414992,0.63884902,0.588247001,0.61303103,2638524
2020-05-24 00:00:00+00:00,0.613288999,0.613288999,0.548431993,0.549053013,2786816
2020-05-25 00:00:00+00:00,0.548569977,0.650138021,0.538064003,0.600857019,4509580
